Site,Species_Name,1,2,3,4,5,Notes,,,,,
38,Torilis arvensis,0.7,,,,3,,,,,,
38,Trifolium ciliolatum,,,,,,,,,,,
38,Trifolium gracilentum,,,,3,5,,,,,,
38,Trifolium hirtum,2,1,,3,,,,,,,
38,Trifolium microcephalum,,,,,,,,,,,
38,Trifolium microdon,,,,,,,,,,,
38,Triphysaria eriantha,,,,,,,,,,,
38,Vicia villosa,27,1,,21,90,,,,,,
38,Vulpia microstachys,,,,,,,,,,,
38,Vulpia myuros,,,0.3,0.2,,,,,,,
38,Nassella lepida,,,,,0.5,,,,,,
39,Agoseris heterophylla,,,,,,,,,,,
39,Aira caryophyllea,,,,,,,,,,,
39,Anagallis arvensis,,,,,,,,,,,
39,Aphanes occidentalis,,,,,,,,,,,
39,Athysanus pusillus,,s,,,,,,,,,
39,Avena fatua,20,,,,,,,,,,
39,Briza minor,,,,,,,,,,,
39,Bromus hordeaceus,0.4,0.3,1,1,,,,,,,
39,Bromus madritensis,,,,,,,,,,,
39,Calochortus luteus,,5,0.5,0.1,,not flowering; some could be dichelostemma,,,,,
39,Carduus pycnocephalus,0.3,,,,,,,,,,
39,Castilleja attenuata,,,,,0.1,,,,,,
39,Centaurea melitensis,0,0,0,,,,,,,,
39,Centaurea solstitialis,10,3,3,,,,,,,,
39,Cerastium glomeratum,,,,,,,,,,,
39,Clarkia purpurea,0.1,1,0.2,0.2,0.1,,,,,,
39,Cynosurus echinatus,,,,,,,,,,,
39,Dichelostemma capitatum,,,,,,,,,,,
39,Epilobium brachycarpum,,,,,,,,,,,
39,Eremocarpus setigerus,,,,,,,,,,,
39,Erodium botrys,6,,,,,,,,,,
39,Erodium brachycarpum,,,0.1,19,,not Botrys,,,,,
39,Erodium cicutarium,,20,7,12,22,,,,,,
39,Filago gallica,,,,,,,,,,,
39,Galium aparine,,,,,,,,,,,
39,Galium murale,1,2,,,,,,,,,
39,Gastridium ventricosum,,,,,,,,,,,
39,Geranium dissectum,1,,,,,,,,,,
39,Gilia tricolor,,,,,,,,,,,
39,Helianthus exilis,,,,,,,,,,,
39,Hemizonia congesta,,,,,,,,,,,
39,Holocarpha virgata,14,55,5,35,7,,,,,,
39,Hypochaeris glabra,,8,8,2,9,,,,,,
39,Lactuca serriola,0.4,,0.1,,,,,,,,
39,Lepidium nitidum,,,,,,,,,,,
39,Linanthus bicolor,,,,,,,,,,,
39,Linanthus ciliatus,,,,,,,,,,,
39,Lolium multiflorum,,,,,,,,,,,
39,Lotus humistratus,,,,,,,,,,,
39,Lotus wrangelianus,,,,,,,,,,,
39,Lupinus bicolor,,0.2,,0.3,0.3,,,,,,
39,Medicago polymorpha,,,,,,,,,,,
39,Melilotus indica,,,,,,,,,,,
39,Micropus californicus,,,,,,,,,,,
39,Minuartia douglasii,,,,,,,,,,,
39,Navarretia jepsonii,,,,,,,,,,,
39,Navarretia pubescens,,,,,,,,,,,
39,Navarretia tagetina,,,,,,,,,,,
39,Plagiobothrys nothofulvus,,,,,,,,,,,
39,Plantago erecta,,1,,5,1,,,,,,
39,Ranunculus occidentalis,,,,,,,,,,,
39,Sanicula bipinnatifida,,,,,,,,,,,
39,Stellaria nitens,,,,,,,,,,,
39,Taeniatherum caput-medusae,70,54,90,51,18,,,,,,
39,Torilis arvensis,0.1,,,,,,,,,,
39,Tragopogon dubius,,,,,,,,,,,
39,Trifolium albopurpureum,,,,,,,,,,,
39,Trifolium gracilentum,0.1,,,,,,,,,,
39,Trifolium hirtum,,,,,,,,,,,
39,Trifolium microcephalum,,,,,,,,,,,
39,Trifolium microdon,,,,,,,,,,,
39,Triphysaria eriantha,,0.1,0.1,,,,,,,,
39,Vicia villosa,16,6,19,6,0.1,,,,,,
39,Vulpia myuros,3,4,,,,,,,,,
40,Agoseris heterophylla,,,,,,,,,,,
40,Aira caryophyllea,,,,,,,,,,,
40,Anagallis arvensis,,,,,,,,,,,
40,Aphanes occidentalis,,,,,,,,,,,
40,Astragalus gambelianus,,,,,,,,,,,
40,Athysanus pusillus,,,,,,,,,,,
40,Avena fatua,,55,38,,,,,,,,
40,Briza minor,,,,,,,,,,,
40,Brodiaea elegans,,,,,,,,,,,
40,Bromus diandrus,,,,,1,,,,,,
40,Bromus hordeaceus,,0.2,,0.3,0.2,,,,,,
40,Bromus madritensis,,,,,,,,,,,
40,Calochortus luteus,,,,,,,,,,,
40,Carduus pycnocephalus,,,,,,,,,,,
40,Castilleja attenuata,,,,,,,,,,,
40,Centaurea solstitialis,1,,,,,,,,,,
40,Centaurium trichanthum,,,,,,,,,,,
40,Cerastium glomeratum,,,,,,,,,,,
40,Clarkia purpurea,0.3,0.2,0.1,0.1,0.1,,,,,,
40,Cynosurus echinatus,,,,,,,,,,,
40,Daucus pusillus,,,,,0.7,,,,,,
40,Dichelostemma capitatum,,,0.2,,,,,,,,
40,Epilobium brachycarpum,,,,,,,,,,,
40,Eremocarpus setigerus,,,,,,,,,,,
40,Erodium botrys,,,,,,,,,,,
40,Erodium brachycarpum,6,2,5,50,0.1,dead but covering most of the ground in plot 4,,,,,
40,Erodium cicutarium,1,,0.1,25,0.3,alive,,,,,
40,Euphorbia crenulata,,,,,,,,,,,
40,Filago gallica,,,,,,,,,,,
40,Galium aparine,,,,,,,,,,,
40,Galium murale,0.3,,,0.3,,,,,,,
40,Gastridium ventricosum,,,,,,,,,,,
40,Geranium dissectum,0.4,,,,,,,,,,
40,Geranium molle,,,,,,,,,,,
40,Hemizonia congesta,,,,,,,,,,,
40,Holocarpha virgata,55,45,5,6,0.1,,,,,,
40,Hypochaeris glabra,15,1,1,11,0.3,not lactuca plot 1,,,,,
40,Juncus bufonius,,,,,,,,,,,
40,Lactuca serriola,,,,,,,,,,,
40,Lepidium nitidum,,,,,,,,,,,
40,Linanthus bicolor,,,,,,,,,,,
40,Linanthus ciliatus,,,,,0.4,,,,,,
40,Lolium multiflorum,,1,,,,,,,,,
40,Lotus wrangelianus,0.1,,,,,,,,,,
40,Lupinus bicolor,2,,0.3,3,0.3,,,,,,
40,Medicago polymorpha,,,,,,,,,,,
40,Melilotus indica,,,,,,,,,,,
40,Micropus californicus,,,,0.1,2,,,,,,
40,Nassella pulchra,,3,,,,,,,,,
40,Navarretia pubescens,,,,0.6,,,,,,,
40,Plantago erecta,,,0.2,0.1,,,,,,,
40,Ranunculus occidentalis,,,,,,,,,,,
40,Sagina apetala,,,,,,,,,,,
40,Silene gallica,,,,,,,,,,,
40,Stellaria nitens,,,,,,,,,,,
40,Taeniatherum caput-medusae,65,43,70,85,0.7,not flowering,,,,,
40,Torilis arvensis,,,,,,,,,,,
40,Trifolium bifidum,,,,,,,,,,,
40,Trifolium ciliolatum,,,,,,,,,,,
40,Trifolium dubium,,,,,,,,,,,
40,Trifolium fucatum,,,,,,,,,,,
40,Trifolium gracilentum,,,,,,,,,,,
40,Trifolium hirtum,,8,3,,0.1,,,,,,
40,Trifolium microcephalum,,,,,,,,,,,
40,Trifolium microdon,,,,,,,,,,,
40,Trifolium willdenovii,,,,,,,,,,,
40,Triphysaria eriantha,,,,,,,,,,,
40,Vicia villosa,11,10,7,0.6,,,,,,,
40,Vicia villosa,,,,,,,,,,,
40,Vulpia microstachys,,,,,,,,,,,
40,Vulpia myuros,,,,0.1,,,,,,,
40,Lotus humistratus,,,,,0.1,,,,,,
41,Agoseris grandiflora,,,0.3,,,,,,,,
41,Agoseris heterophylla,,,,,,,,,,,
41,Aira caryophyllea,,,,,,,,,,,
41,Amsinckia menziesii,0.1,,,,,,,,,,
41,Aphanes occidentalis,,,,,,,,,,,
41,Athysanus pusillus,,,,,,,,,,,
41,Avena fatua,,,4,15,80,flowering,,,,,
41,Brassica nigra,,,,,,,,,,,
41,Bromus diandrus,2,1,3,80,12,flowering,,,,,
41,Bromus hordeaceus,4,2,1,0.3,,,,,,,
41,Bromus madritensis,0.2,0.1,,,,,,,,,
41,Calandrinia ciliata,,,,,,,,,,,
41,Castilleja densiflora,,,,,,,,,,,
41,Centaurea solstitialis,,1,,,,,,,,,
41,Cerastium glomeratum,,,,,,,,,,,
41,Clarkia purpurea,0.1,0.1,0.4,,,,,,,,
41,Claytonia parviflora,,,,0.3,,,,,,,
41,Cynosurus echinatus,,,,,,,,,,,
41,Dactylis glomerata,,,,,,,,,,,
41,Daucus pusillus,,,,,,,,,,,
41,Dichelostemma capitatum,,,,,,,,,,,
41,Dodecatheon hendersonii,,,,,,,,,,,
41,Epilobium brachycarpum,,,,,,,,,,,
41,Eremocarpus setigerus,0.3,,,,,,,,,,
41,Erodium brachycarpum,65,75,20,,,,,,,,
41,Erodium cicutarium,5,5,10,1,,,,,,,
41,Euphorbia crenulata,,,,,,,,,,,
41,Filago gallica,,,,,,,,,,,
41,Galium aparine,,,,,0.3,,,,,,
41,Galium murale,,,,,0.1,,,,,,
41,Geranium dissectum,,,,,,,,,,,
41,Geranium molle,,,,0.4,,,,,,,
41,Gilia tricolor,,,,,,,,,,,
41,Holocarpha virgata,1.5,,,,,,,,,,
41,Hypochaeris glabra,0.2,0.3,,,,,,,,,
41,Lactuca serriola,,,,,,,,,,,
41,Lepidium nitidum,,,,,,,,,,,
41,Linanthus bicolor,,,,,,,,,,,
41,Linanthus ciliatus,,0.3,1,,,,,,,,
41,Lolium multiflorum,,,,,,,,,,,
41,Lotus wrangelianus,,0.1,,,,,,,,,
41,Lupinus bicolor,30,18,10,,,,,,,,
41,Medicago polymorpha,,,,,,,,,,,
41,Micropus californicus,,,,,,,,,,,
41,Minuartia californica,,,,,,,,,,,
41,Navarretia jepsonii,,,,,,,,,,,
41,Plagiobothrys nothofulvus,,,,,,,,,,,
41,Plantago erecta,,0.5,1,,,,,,,,
41,Poa bulbosa,,,,,,,,,,,
41,Polypogon monspeliensis,,,,,,,,,,,
41,Quercus lobata,,,,,,,,,,,
41,Sagina apetala,,,,,,,,,,,
41,Sanicula crassicaulis,,,,,,,,,,,
41,Silene gallica,,,,,,,,,,,
41,Stellaria nitens,,,,,,,,,,,
41,Taeniatherum caput-medusae,,,,,,,,,,,
41,Torilis arvensis,,,,3,0.4,,,,,,
41,Tragopogon dubius,,,,,,,,,,,
41,Trifolium albopurpureum,,,,,,,,,,,
41,Trifolium bifidum,,,,,,,,,,,
41,Trifolium dubium,,,,,,,,,,,
41,Trifolium gracilentum,,,,,,,,,,,
41,Trifolium hirtum,0.7,18,35,11,,,,,,,
41,Trifolium microcephalum,,,,,,,,,,,
41,Trifolium microdon,,,,,,,,,,,
41,Trifolium willdenovii,,,,,,,,,,,
41,Triphysaria eriantha,,,,,,,,,,,
41,Vicia villosa,,,,7,,,,,,,
41,Vulpia microstachys,,,,,,,,,,,
41,Vulpia myuros,0.6,0.1,2,,,,,,,,
42,Achyrachaena mollis,,,,,,,,,,,
42,Aegilops triuncialis,,,,,,,,,,,
42,Agoseris grandiflora,,,,,,,,,,,
42,Agoseris heterophylla,,,,,,,,,,,
42,Amsinckia menziesii,,,,,,,,,,,
42,Astragalus gambelianus,,,,,0.1,,,,,,
42,Athysanus pusillus,,,,,,,,,,,
42,Avena fatua,96,98,100,82,0.3,,,,,,
42,Brodiaea elegans,,,,,,,,,,,
42,Bromus diandrus,,,,,,,,,,,
42,Bromus hordeaceus,0.1,2,0.1,2,,,,,,,
42,Bromus madritensis,,,,0.8,1,,,,,,
42,Calochortus superbus,,,,,,,,,,,
42,Camissonia graciliflora,,,,,,,,,,,
42,Centaurea solstitialis,,0.1,,20,,,,,,,
42,Centaurium trichanthum,,,,,,,,,,,
42,Cerastium glomeratum,,,,,,,,,,,
42,Chorizanthe membranacea,,,,,,,,,,,
42,Clarkia purpurea,,,,,,,,,,,
42,Crassula connata,,,,,,,,,,,
42,Cryptantha hispidula,,,,,,,,,,,
42,Dichelostemma capitatum,0.2,0.1,0.1,,,,,,,,
42,Epilobium brachycarpum,,,,,,,,,,,
42,Eremocarpus setigerus,,,,,,,,,,,
42,Erodium brachycarpum,,,,,0.3,,,,,,
42,Erodium cicutarium,,,,,2,,,,,,
42,Euphorbia crenulata,,,,,,,,,,,
42,Filago gallica,,,,,,,,,,,
42,Geranium dissectum,,,,,,,,,,,
42,Geranium molle,,,,,,,,,,,
42,Gilia tricolor,,,,,,,,,,,
42,Hemizonia congesta,,0.1,,,,,,,,,
42,Holocarpha virgata,,,,,14,,,,,,
42,Hypochaeris glabra,,,,,,,,,,,
42,Lactuca serriola,3,,,,,,,,,,
42,Lolium multiflorum,,0.2,,,,,,,,,
42,Lotus humistratus,,,,,0.2,,,,,,
42,Lotus wrangelianus,,,,,,,,,,,
42,Lupinus bicolor,0.1,0.4,,0.9,,,,,,,
42,Lupinus succulentus,,,,,,,,,,,
42,Medicago polymorpha,,,,,,,,,,,
42,Microseris douglasii,,,,,,,,,,,
42,Nassella pulchra,,,,,,,,,,,
42,Navarretia pubescens,,,,,,,,,,,
42,Plagiobothrys nothofulvus,,,,0.1,,,,,,,
42,Plantago erecta,,,,0.3,,,,,,,
42,Polypogon monspeliensis,,,,,,,,,,,
42,Senecio vulgaris,,,,,,,,,,,
42,Silene gallica,,,,,,,,,,,
42,Taeniatherum caput-medusae,1,2,1,,,,,,,,
42,Torilis arvensis,,,,,,,,,,,
42,Trifolium dubium,,,,,,,,,,,
42,Trifolium fucatum,,,,,,,,,,,
42,Trifolium gracilentum,,,,,,,,,,,
42,Trifolium hirtum,17,1,,22,4,,,,,,
42,Velezia rigida,,,,0.1,5,,,,,,
42,Vicia villosa,,11,18,6,,,,,,,
42,Vulpia microstachys,,,,,,,,,,,
42,Vulpia myuros,,,,,,,,,,,
43,Agoseris grandiflora,,,,0.6,,,,,,,
43,Agoseris heterophylla,,,,,,,,,,,
43,Athysanus pusillus,0.1,,,,,,,,,,
43,Avena fatua,90,85,98,88,75,,,,,,
43,Brodiaea elegans,,,,,,,,,,,
43,Bromus diandrus,,,,,,,,,,,
43,Bromus hordeaceus,0.2,,0.6,0.2,0.2,,,,,,
43,Calochortus superbus,,,,,,,,,,,
43,Castilleja rubicundula,,,,,,,,,,,
43,Centaurea solstitialis,,,0.1,,17,,,,,,
43,Cerastium glomeratum,,,,,,,,,,,
43,Chlorogalum pomeridianum,,,,,,,,,,,
43,Clarkia purpurea,,,,,,,,,,,
43,Cuscuta californica,1,1,,,,,,,,,
43,Dichelostemma capitatum,1,2,0.1,0.3,0.2,,,,,,
43,Epilobium brachycarpum,,,,,,,,,,,
43,Eremocarpus setigerus,,,,,,,,,,,
43,Euphorbia crenulata,1,0.2,0.2,0.2,0.2,,,,,,
43,Hemizonia congesta,1,25,5,5,7,,,,,,
43,Hypochaeris glabra,,0.2,,0.2,,,,,,,
43,Lactuca serriola,18,0.2,0.1,8,1,,,,,,
43,Lolium multiflorum,7,5,3,,,,,,,,
43,Lotus wrangelianus,,,,,,,,,,,
43,Lupinus bicolor,,,,,,,,,,,
43,Medicago polymorpha,,,0.1,,,,,,,,
43,Microseris douglasii,,,,,,,,,,,
43,Plantago erecta,,,,,,,,,,,
43,Poa secunda,,,,,,,,,,,
43,Polypogon monspeliensis,,,,,,,,,,,
43,Senecio vulgaris,,,,,,,,,,,
43,Taeniatherum caput-medusae,1,1,7,5,40,,,,,,
43,Torilis arvensis,,,,,,,,,,,
43,Trifolium bifidum,1.5,,,,,in flower; notched leaf,,,,,
43,Trifolium fucatum,,2,0.2,,,,,,,,
43,Trifolium gracilentum,,,,,,,,,,,
43,Trifolium hirtum,,0.2,,,1,,,,,,
43,Trifolium willdenovii,,,,,,,,,,,
43,Vicia villosa,,,,,23,,,,,,
43,Vulpia microstachys,2,,,,,,,,,,
43,Lupinus microcarpus,,,,50,,large w/ basal ring like cotyledon leaf,,,,,
44,Achyrachaena mollis,,,,,,,,,,,
44,Agoseris heterophylla,,,,,,,,,,,
44,Allium fimbriatum,,0.1,,,,,,,,,
44,Ancistrocarphus filagineus,,,0.1,,,,,,,,
44,Avena fatua,28,22,30,40,34,,,,,,
44,Brodiaea elegans,,,,,,,,,,,
44,Bromus hordeaceus,1,0.2,0.1,,0.1,,,,,,
44,Bromus madritensis,0.2,0.1,0.1,,1,,,,,,
44,Calochortus superbus,,,,,,,,,,,
44,Castilleja rubicundula,,,,,,,,,,,
44,Clarkia gracilis,,,,0.1,,,,,,,
44,Clarkia purpurea,,,,,,,,,,,
44,Dichelostemma capitatum,1.8,0.2,1,0.3,1,,,,,,
44,Epilobium brachycarpum,,,,,,,,,,,
44,Eremocarpus setigerus,,,,,,,,,,,
44,Eriogonum nudum,,,,,1.2,may have been misidentified as vimineum in previous yrs.,,,,,
44,Eriogonum vimineum,,,,,,,,,,,
44,Hemizonia congesta,15,12,12,12,10,,,,,,
44,Hesperolinon disjunctum,3,1,0.2,,,,,,,,
44,Lactuca serriola,,,,,,,,,,,
44,Lasthenia californica,,,,,,,,,,,
44,Lotus humistratus,,,,,,,,,,,
44,Lotus wrangelianus,3,0.8,,1,,,,,,,
44,Lupinus microcarpus,,,,,,,,,,,
44,Lupinus succulentus,,10,,,,,,,,,
44,Micropus californicus,,,,,,,,,,,
44,Microseris douglasii,,,,,,,,,,,
44,Nassella pulchra,17,18,,,2,,,,,,
44,Perideridia kelloggii,,2,,5,,,,,,,
44,Pinus sabiniana,,,,,,,,,,,
44,Plantago erecta,,,0.1,,0.1,,,,,,
44,Poa secunda,,,,,,,,,,,
44,Ranunculus occidentalis,,,,,,,,,,,
44,Rigiopappus leptocladus,,,,,,,,,,,
44,Sidalcea diploscypha,,,,,,,,,,,
44,Taeniatherum caput-medusae,5,0.1,4,0.4,10,,,,,,
44,Trifolium bifidum,0.2,0.2,,,,,,,,,
44,Trifolium fucatum,,17,50,25,6,,,,,,
44,Trifolium gracilentum,,,,0.1,,,,,,,
44,Vicia villosa,,,,,,,,,,,
44,Vulpia microstachys,2,0.1,0.1,,0.1,,,,,,
44,Vulpia myuros,,,,,,,,,,,
44,Zigadenus fremontii,,,,,,,,,,,
45,Agoseris heterophylla,,,,,,,,,,,
45,Allium fimbriatum,,,,,,,,,,,
45,Ancistrocarphus filagineus,,0.3,4,,,,,,,,
45,Athysanus pusillus,,,,,,,,,,,
45,Avena fatua,0.8,,18,50,75,,,,,,
45,Bromus hordeaceus,,0.1,0.1,1,1,,,,,,
45,Bromus madritensis,30,7,3,,,,,,,,
45,Calochortus luteus,,,,,,,,,,,
45,Calochortus superbus,,,,,,,,,,,
45,Calycadenia pauciflora,10,0.1,6,,,,,,,,
45,Castilleja attenuata,,,,,,,,,,,
45,Castilleja rubicundula,,,,,,,,,,,
45,Centaurea melitensis,6,0.1,20,16,,,,,,,
45,Centaurea solstitialis,,,,,,,,,,,
45,Clarkia gracilis,,,,,,,,,,,
45,Clarkia purpurea,,,,,,,,,,,
45,Dichelostemma capitatum,,0.1,0.1,1,,,,,,,
45,Epilobium brachycarpum,,,,,,,,,,,
45,Eremocarpus setigerus,0.3,,,,,,,,,,
45,Eriogonum covilleanum,,,,,,,,,,,
45,Eriogonum nudum,2,,,,,,,,,,
45,Eriogonum vimineum,,,,,,,,,,,
45,Erodium cicutarium,,,,,,,,,,,
45,Euphorbia crenulata,,,,,0.1,,,,,,
45,Filago californica,,,,,,,,,,,
45,Grindelia camporum,,,,1,,,,,,,
45,Hemizonia congesta,2,12,4,6,10,,,,,,
45,Hesperolinon disjunctum,3,2,,,,,,,,,
45,Hypochaeris glabra,,,,,,,,,,,
45,Lactuca serriola,,,,,,,,,,,
45,Lepidium nitidum,,,,,,,,,,,
45,Lotus humistratus,,25,,,,,,,,,
45,Lotus wrangelianus,5,,50,80,50,,,,,,
45,Lupinus microcarpus,,,2,,,,,,,,
45,Lupinus succulentus,,,,12,2,,,,,,
45,Medicago polymorpha,,,,,,,,,,,
45,Micropus californicus,,,,,,,,,,,
45,Microseris douglasii,,0.1,8,,,,,,,,
45,Nassella pulchra,5,,7,,,,,,,,
45,Navarretia pubescens,,,,,,,,,,,
45,Plantago erecta,10,4,4,5,1,,,,,,
45,Poa secunda,,,,,,,,,,,
45,Silene gallica,,,,,,,,,,,
45,Taeniatherum caput-medusae,,,0.2,,1,,,,,,
45,Trifolium albopurpureum,,,,,0.1,,,,,,
45,Trifolium bifidum,,,,,,,,,,,
45,Trifolium hirtum,,,,,,,,,,,
45,Vicia villosa,,,,,,,,,,,
45,Vulpia microstachys,1,0.1,,,0.1,,,,,,
46,Agoseris heterophylla,2,,,0.2,,,,,,,
46,Allium fimbriatum,,,,,,,,,,,
46,Ancistrocarphus filagineus,,,,,,,,,,,
46,Astragalus gambelianus,,,,,,,,,,,
46,Athysanus pusillus,,,,,,,,,,,
46,Avena fatua,,,9,18,20,,,,,,
46,Brodiaea elegans,,,,,,,,,,,
46,Bromus diandrus,,,,,,,,,,,
46,Bromus hordeaceus,,,0.1,4,1,,,,,,
46,Bromus madritensis,,,15,1,,,,,,,
46,Calochortus luteus,,,,,0.1,,,,,,
46,Calochortus superbus,,,,,,,,,,,
46,Calochortus vestae,,,,,,,,,,,
46,Calycadenia pauciflora,2,,,,,,,,,,
46,Castilleja rubicundula,,,,,,,,,,,
46,Clarkia gracilis,1,,1,4,3,,,,,,
46,Clarkia purpurea,,,,,,,,,,,
46,Dichelostemma capitatum,0.3,0.2,0.2,0.3,0.1,,,,,,
46,Epilobium brachycarpum,,,,,,,,,,,
46,Eremocarpus setigerus,,0.1,,,,,,,,,
46,Eriophyllum lanatum,,,,,,,,,,,
46,Grindelia camporum,,,,0.2,,,,,,,
46,Hemizonia congesta,48,15,20,10,13,,,,,,
46,Hesperolinon californicum,,,,,,,,,,,
46,Hesperolinon disjunctum,,2.8,,,,,,,,,
46,Lactuca serriola,,,,,,,,,,,
46,Lasthenia californica,,,,,,,,,,,
46,Lotus humistratus,2,4,1,0.7,,,,,,,
46,Lotus wrangelianus,,0.5,1,6,6,,,,,,
46,Lupinus microcarpus,,0.2,,4,,,,,,,
46,Lupinus succulentus,,,22,7,,,,,,,
46,Microseris douglasii,,,,,,,,,,,
46,Nassella pulchra,18,,,40,1,,,,,,
46,Navarretia pubescens,,,,,,,,,,,
46,Plantago erecta,1,12,21,15,1,,,,,,
46,Senecio vulgaris,,,,,,,,,,,
46,Taeniatherum caput-medusae,,,,0.1,1,,,,,,
46,Trifolium albopurpureum,,,,,,,,,,,
46,Trifolium bifidum,,,,,,,,,,,
46,Trifolium fucatum,,,,,,,,,,,
46,Vulpia microstachys,0.1,15,6,,0.1,,,,,,
46,Senecio eurycephalus,0.1,,,,,ID?; along right edge of plot 1; 5 dl w/ serrated ovate gray green lvs and an incipient yellow fl.,,,,,
46,Euphorbia crenulata,,,,,0.1,,,,,,
47,Achyrachaena mollis,,,,,0.1,,,,,,
47,Agoseris heterophylla,,0.1,,,0.1,,,,,,
47,Allium fimbriatum,2,0.2,,,,,,,,,
47,Ancistrocarphus filagineus,,,,,,,,,,,
47,Athysanus pusillus,,,,,,,,,,,
47,Avena fatua,1,19,48,24,0.3,,,,,,
47,Brodiaea elegans,,,,,,,,,,,
47,Bromus hordeaceus,0.1,2,1,5,,,,,,,
47,Bromus madritensis,2,1,0.5,10,3,,,,,,
47,Calochortus luteus,,,,,,,,,,,
47,Calycadenia pauciflora,,,,,,,,,,,
47,Castilleja attenuata,,,,,,,,,,,
47,Castilleja rubicundula,,,,,,,,,,,
47,Clarkia purpurea,,,,,,,,,,,
47,Dichelostemma capitatum,,0.1,1,0.1,,,,,,,
47,Eremocarpus setigerus,,,,,,,,,,,
47,Eriogonum nudum,4,2,8,0.4,1,,,,,,
47,Filago gallica,,,,,,,,,,,
47,Grindelia camporum,5,0.1,2,,,,,,,,
47,Hemizonia congesta,4,7,3,10,8,,,,,,
47,Hypochaeris glabra,,,,,,,,,,,
47,Lasthenia californica,,,,,,,,,,,
47,Lepidium nitidum,,,,,0.1,,,,,,
47,Lolium multiflorum,,,,,,,,,,,
47,Lomatium utriculatum,,,,,,,,,,,
47,Lotus wrangelianus,,,,,0.1,,,,,,
47,Lupinus microcarpus,0.1,0.2,,0.5,,,,,,,
47,Lupinus succulentus,0.2,10,10,4,,,,,,,
47,Micropus californicus,,,1,,,,,,,,
47,Microseris douglasii,,,,0.2,3,,,,,,
47,Mimulus douglasii,,0.1,,,0.1,,,,,,
47,Navarretia pubescens,,1,,,0.1,,,,,,
47,Phlox gracilis,,,,,,,,,,,
47,Plantago erecta,4,1,3,5,50,,,,,,
47,Stellaria nitens,,,,,,,,,,,
47,Taeniatherum caput-medusae,0.1,1.2,,,,,,,,,
47,Trifolium fucatum,11,1,12,12,1,,,,,,
47,Vulpia microstachys,0.1,1,0.1,,1.5,,,,,,
47,Zigadenus fremontii,,,,,,,,,,,
48,Achyrachaena mollis,,,,,,,,,,,
48,Agoseris heterophylla,,,0.1,,,,,,,,
48,Allium fimbriatum,5,0.4,,,,,,,,,
48,Ancistrocarphus filagineus,,,,,,,,,,,
48,Athysanus pusillus,,0.1,,0.1,,,,,,,
48,Avena fatua,,0.1,50,68,45,,,,,,
48,Brodiaea elegans,,,,,,,,,,,
48,Bromus diandrus,,,,,,,,,,,
48,Bromus hordeaceus,,,0.1,,0.1,,,,,,
48,Bromus madritensis,0.1,0.1,,0.1,,,,,,,
48,Calochortus luteus,,,,,,,,,,,
48,Calycadenia pauciflora,3,12,0.1,,,,,,,,
48,Camissonia graciliflora,,,,,,,,,,,
48,Castilleja attenuata,,,,,,,,,,,
48,Castilleja rubicundula,,,,,,,,,,,
48,Centaurea melitensis,,,,,,,,,,,
48,Clarkia gracilis,,,,,,,,,,,
48,Clarkia purpurea,,,,,,,,,,,
48,Collinsia sparsiflora,,,,,,,,,,,
48,Dichelostemma capitatum,0,0.2,0.2,0.4,,,,,,,
48,Epilobium brachycarpum,,,,,,,,,,,
48,Eremocarpus setigerus,,,,,,,,,,,
48,Eriogonum nudum,1,0.1,,4,,,,,,,
48,Githopsis specularioides,,,,,,,,,,,
48,Grindelia camporum,,,,,,,,,,,
48,Hemizonia congesta,0.4,2.5,18,7,7,,,,,,
48,Hesperolinon disjunctum,0.4,3,,,,,,,,,
48,Lactuca serriola,,,,,,,,,,,
48,Lasthenia californica,,0.1,1,,,,,,,,
48,Lepidium nitidum,,0.1,,,,,,,,,
48,Lolium multiflorum,,,,,,,,,,,
48,Lotus humistratus,,0.3,,,,,,,,,
48,Lotus wrangelianus,,,0.2,8,,,,,,,
48,Lupinus microcarpus,,,,,,,,,,,
48,Lupinus succulentus,,,,,,,,,,,
48,Micropus californicus,,,0.1,,,,,,,,
48,Microseris douglasii,0.1,0.3,0.2,0.2,,,,,,,
48,Mimulus douglasii,,,,,,,,,,,
48,Minuartia douglasii,0.1,,,,,,,,,,
48,Nassella pulchra,,,,3,35,,,,,,
48,Navarretia jepsonii,,3,10,0.2,,,,,,,
48,Navarretia pubescens,,,,,,,,,,,
48,Phlox gracilis,,,,,,,,,,,
48,Plantago erecta,0.3,15,25,4,,,,,,,
48,Rigiopappus leptocladus,,0.1,,,,,,,,,
48,Sidalcea diploscypha,,,,,,,,,,,
48,Taeniatherum caput-medusae,,,0.5,0.2,0.1,,,,,,
48,Trifolium albopurpureum,,,,0.1,,,,,,,
48,Trifolium fucatum,,,,,,,,,,,
48,Trifolium gracilentum,,,,,,,,,,,
48,Trifolium hirtum,,,,,,,,,,,
48,Vulpia microstachys,0.1,5,0.2,,0.1,,,,,,
49,Agoseris heterophylla,,,0.1,,,,,,,,
49,Allium fimbriatum,0.2,,,1,,,,,,,
49,Ancistrocarphus filagineus,,,,,,,,,,,
49,Athysanus pusillus,,,0.1,,,,,,,,
49,Avena fatua,4,4,10,2,2,,,,,,
49,Brodiaea elegans,,,,,,,,,,,
49,Bromus hordeaceus,,,,0.1,0.8,,,,,,
49,Bromus madritensis,22,10,5,4,15,,,,,,
