Site,Soil,Species,Species_new,Species_notes,years,Max(Year),11/1/2012,11/5/2012,11/15/2012,11/27/2012,12/11/2012,12/12/2012,1/14/2013,1/17/2013,1/22/2013,2/5/2013,2/7/2013,1/31/2013,2/11/2013,2/21/2013,2/22/2013,3/4/2013,3/16/2013,3/26/2013,4/12/2013,6/9/2013,9/9/2013,10/4/2013,10/16/2013,11/1/2013,11/13/2013,11/25/2013,12/16/2013,1/3/2014,1/22/2014,5/20/2014,7/22/2014,SUM
3,Serp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Thysanocarpus curvipes,Thysanocarpus curvipes,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Torilis arvensis,Torilis arvensis,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Torilis nodosa,Torilis nodosa,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Trifolium albopurpureum,Trifolium albopurpureum,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Trifolium fucatum,Trifolium fucatum,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Trifolium gracilentum,Trifolium gracilentum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Trifolium hirtum,Trifolium hirtum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Uropappus lindleyi,Uropappus lindleyi,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,Serp,Vulpia microstachys,Vulpia microstachys,,0,2012,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4
3,Serp,Vulpia myuros,Vulpia myuros,,4,2008,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,8
4,Serp,Achyrachaena mollis,Achyrachaena mollis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Aegilops triuncialis,Aegilops triuncialis,,0,2012,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
4,Serp,Agoseris heterophylla,Agoseris heterophylla,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Anagallis arvensis,Anagallis arvensis,,12,2000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
4,Serp,Ancistrocarphus filagineus,Ancistrocarphus filagineus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Astragalus gambelianus,Astragalus gambelianus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Athysanus pusillus,Athysanus pusillus,,3,2009,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
4,Serp,Avena barbata,Avena fatua,Merged with Avena fatua,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Avena fatua,Avena fatua,,2,2010,,8,5,1,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,20
4,Serp,Avena spp,Avena fatua,Merged with Avena fatua,NA,NEW,14,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,15
4,Serp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,5
4,Serp,Bromus madritensis,Bromus madritensis,,2,2010,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2
4,Serp,Calochortus luteus,Calochortus luteus,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Calochortus superbus,Calochortus superbus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Calycadenia pauciflora,Calycadenia pauciflora,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Camissonia graciliflora,Camissonia graciliflora,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Castilleja rubicundula,Castilleja rubicundula,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Centaurea solstitialis,Centaurea solstitialis,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Chlorogalum pomeridianum,Chlorogalum pomeridianum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Chorizanthe membranacea,Chorizanthe membranacea,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Clarkia gracilis,Clarkia gracilis,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Clarkia purpurea,Clarkia purpurea,,3,2009,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
4,Serp,Collinsia sparsiflora,Collinsia sparsiflora,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Delphinium variegatum,Delphinium variegatum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,3
4,Serp,Epilobium brachycarpum,Epilobium brachycarpum,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Eremocarpus setigerus,Eremocarpus setigerus,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Eriogonum vimineum,Eriogonum vimineum,,0,2012,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4,Serp,Euphorbia crenulata,Euphorbia crenulata,,0,2012,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
4,Serp,Filago gallica,Filago gallica,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Grindelia camporum,Grindelia camporum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Hemizonia congesta,Hemizonia congesta,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Hesperolinon californicum,Hesperolinon californicum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Holocarpha virgata,Holocarpha virgata,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Hypochaeris glabra,Hypochaeris glabra,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Lactuca serrida,Lactuca serriola,Merge with serriola and S. olerecea,0,2012,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
4,Serp,Lagophylla minor,Lagophylla minor,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Lasthenia californica,Lasthenia californica,,0,2012,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,2
4,Serp,Lolium multiflorum,Lolium multiflorum,,NA,NEW,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
4,Serp,Lotus humistratus,Lotus humistratus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Lotus micranthus,Lotus micranthus,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Lotus Purshianus,Lotus purshianus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Lotus wrangelianus,Lotus wrangelianus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Lupinus bicolor,Lupinus bicolor,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Melica californica,Melica californica,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Micropus californicus,Micropus californicus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Microseris douglasii,Microseris douglasii,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Minuartia douglasii,Minuartia douglasii,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Nassella pulchra,Nassella pulchra,,0,2012,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,,,,8
4,Serp,Navarretia jepsonii,Navarretia jepsonii,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Navarretia pubescens,Navarretia pubescens,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Phlox gracilis,Phlox gracilis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Plantago erecta,Plantago erecta,,0,2012,5,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10
4,Serp,Poa secunda,Poa secunda,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Rigiopappus leptocladus,Rigiopappus leptocladus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Sidalcea diploscypha,Sidalcea diploscypha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Sonchus oleraceus,Lactuca serriola,Merge with Lactuca serriola,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Stellaria nitens,Stellaria nitens,,5,2007,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,4
4,Serp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3
4,Serp,Trifolium bifidum,Trifolium bifidum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Trifolium fucatum,Trifolium fucatum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Trifolium gracilentum,Trifolium gracilentum,,0,2012,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4,Serp,Uropappus lindleyi,Uropappus lindleyi,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Vulpia microstachys,Vulpia microstachys,,0,2012,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,7
4,Serp,Vulpia myuros,Vulpia myuros,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,Serp,Zigadenus fremontii,Zigadenus fremontii,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Achyrachaena mollis,Achyrachaena mollis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Aegilops triuncialis,Aegilops triuncialis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Agoseris heterophylla,Agoseris heterophylla,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Allium sp.,Allium sp.,Genus,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Anagallis arvensis,Anagallis arvensis,,5,2007,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,6
5,Serp,Ancistrocarphus filagineus,Ancistrocarphus filagineus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Avena fatua,Avena fatua,,0,2012,15,3,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,24
5,Serp,Brodiaea elegans,Brodiaea elegans,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Bromus diandrus,Bromus diandrus,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Bromus madritensis,Bromus madritensis,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Calochortus luteus,Calochortus luteus,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Calochortus superbus,Calochortus superbus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Calochortus vestae,Calochortus vestae,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Castilleja rubicundula,Castilleja rubicundula,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3
5,Serp,Cerastium glomeratum,Cerastium glomeratum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2
5,Serp,Chlorogalum pomeridianum,Chlorogalum pomeridianum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Clarkia gracilis,Clarkia gracilis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Clarkia purpurea,Clarkia purpurea,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Collinsia sparsiflora,Collinsia sparsiflora,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Delphinium variegatum,Delphinium variegatum,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7
5,Serp,Epilobium brachycarpum,Epilobium brachycarpum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Eremocarpus setigerus,Eremocarpus setigerus,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Euphorbia crenulata,Euphorbia crenulata,,0,2012,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
5,Serp,Gallium murale,Galium murale,Corrected spelling,NA,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
5,Serp,Grindelia camporum,Grindelia camporum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Hemizonia congesta,Hemizonia congesta,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Holocarpha virgata,Holocarpha virgata,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Juncus bufonius,Juncus bufonius,,NA,NEW,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
5,Serp,Lactuca serriola,Lactuca serriola,,0,2012,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3
5,Serp,Lasthenia californica,Lasthenia californica,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Lolium multiflorum,Lolium multiflorum,,1,2011,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4
5,Serp,Lomatium marginatum,Lomatium marginatum,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Lomatium utriculatum,Lomatium utriculatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Lotus micranthus,Lotus micranthus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Lotus purshianus,Lotus purshianus,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Lotus Purshianus,Lotus purshianus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Lotus wrangelianus,Lotus wrangelianus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Lupinus succulentus,Lupinus succulentus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Medicago polymorpha,Medicago polymorpha,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Melilotus indica,Melilotus indica,,2,2010,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2
5,Serp,Micropus californicus,Micropus californicus,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Microseris douglasii,Microseris douglasii,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Nassella pulchra,Nassella pulchra,,0,2012,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
5,Serp,Perideridia kelloggii,Perideridia kelloggii,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Phlox gracilis,Phlox gracilis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Plantago erecta,Plantago erecta,,0,2012,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
5,Serp,Poa secunda,Poa secunda,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Ranunculus occidentalis,Ranunculus occidentalis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Rigiopappus leptocladus,Rigiopappus leptocladus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Sidalcea diploscypha,Sidalcea diploscypha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Sisyrinchium bellum,Sisyrinchium bellum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Sonchus oleraceus,Lactuca serriola,Merge with Lactuca serriola,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Stellaria nitens,Stellaria nitens,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5
5,Serp,Torilis arvensis,Torilis arvensis,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Trifolium albopurpureum,Trifolium albopurpureum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Trifolium bifidum,Trifolium bifidum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Trifolium fucatum,Trifolium fucatum,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Trifolium gracilentum,Trifolium gracilentum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Triteleia laxa,Triteleia laxa,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Triteleia sp.,Unknown forb,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Vulpia microstachys,Vulpia microstachys,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,Serp,Vulpia myuros,Vulpia myuros,,0,2012,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2
5,Serp,Zigadenus fremontii,Zigadenus fremontii,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Agoseris heterophylla,Agoseris heterophylla,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Ancistrocarphus filagineus,Ancistrocarphus filagineus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Astragalus gambelianus,Astragalus gambelianus,,1,2011,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,Serp,Athysanus pusillus,Athysanus pusillus,,0,2012,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
6,Serp,Avena barbata,Avena fatua,Merged with Avena fatua,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Bromus hordeaceus,Bromus hordeaceus,,1,2011,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2
6,Serp,Calandrinia ciliata,Calandrinia ciliata,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Calycadenia pauciflora,Calycadenia pauciflora,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Camissonia graciliflora,Camissonia graciliflora,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Castilleja attenuata,Castilleja attenuata,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Chlorogalum pomeridianum,Chlorogalum pomeridianum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Clarkia gracilis,Clarkia gracilis,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Collinsia sparsiflora,Collinsia sparsiflora,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3
6,Serp,Elymus elymoides,Elymus elymoides,,1,2011,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
6,Serp,Epilobium brachycarpum,Epilobium brachycarpum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Eremocarpus setigerus,Eremocarpus setigerus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Eriogonum nudum,Eriogonum nudum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Eriogonum vimineum,Eriogonum vimineum,,0,2012,,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,9
6,Serp,Erodium cicutarium,Erodium cicutarium,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Euphorbia crenulata,Euphorbia crenulata,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Filago californica,Filago californica,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Grindelia camporum,Grindelia camporum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Hemizonia congesta,Hemizonia congesta,,0,2012,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2
6,Serp,Hesperolinon californicum,Hesperolinon californicum,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Holocarpha virgata,Holocarpha virgata,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Hordeum brachyantherum,Hordeum brachyantherum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Hordeum marinum,Hordeum marinum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Lactuca serriola,Lactuca serriola,,0,2012,,,,,,,2,,,1,,,,,,,,,1,,,,,,,,,,,,,4
6,Serp,Lasthenia californica,Lasthenia californica,,0,2012,,,,5,,7,5,,,1,,,,,,,,,,,,,,,,,,,,,,18
6,Serp,Lepidium nitidum,Lepidium nitidum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Linanthus bicolor,Linanthus bicolor,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Lolium multiflorum,Lolium multiflorum,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Lotus humistratus,Lotus humistratus,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Lotus micranthus,Lotus micranthus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Melica californica,Melica californica,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Micropus californicus,Micropus californicus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Microseris douglasii,Microseris douglasii,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Minuartia californica,Minuartia californica,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Minuartia douglasii,Minuartia douglasii,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Nassella pulchra,Nassella pulchra,,0,2012,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4
6,Serp,Navarretia jepsonii,Navarretia jepsonii,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Phlox gracilis,Phlox gracilis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Plantago erecta,Plantago erecta,,0,2012,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
6,Serp,Poa secunda,Poa secunda,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Rigiopappus leptocladus,Rigiopappus leptocladus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Sagina apetala,Sagina apetala,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Sidalcea diploscypha,Sidalcea diploscypha,,0,2012,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,Serp,Sisyrinchium bellum,Sisyrinchium bellum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Sonchus oleraceus,Lactuca serriola,Merge with Lactuca serriola,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Stellaria nitens,Stellaria nitens,,0,2012,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,3
6,Serp,Trifolium albopurpureum,Trifolium albopurpureum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Trifolium bifidum,Trifolium bifidum,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Trifolium gracilentum,Trifolium gracilentum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Vulpia microstachys,Vulpia microstachys,,0,2012,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4
6,Serp,Vulpia myuros,Vulpia myuros,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,Serp,Zigadenus fremontii,Zigadenus fremontii,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7,Serp,Achyrachaena mollis,Achyrachaena mollis,,1,2011,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
7,Serp,Aegilops triuncialis,Aegilops triuncialis,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7,Serp,Agoseris heterophylla,Agoseris heterophylla,,0,2012,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2
7,Serp,Allium sp.,Allium sp.,Genus,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7,Serp,Anagallis arvensis,Anagallis arvensis,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7,Serp,Ancistrocarphus filagineus,Ancistrocarphus filagineus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
