"site","Serpentine","Grass.Forb","Species_Name","Year","Count"
53,"N","Forb","Trifolium microcephalum",2014,1
73,"N","Forb","Trifolium microcephalum",2012,8
44,"S","Forb","Trifolium microcephalum",2014,1
54,"N","Forb","Trifolium microcephalum",2012,1
26,"S","Forb","Trifolium microdon",2012,4
78,"N","Forb","Trifolium microdon",2012,5
41,"N","Forb","Trifolium microdon",2012,1
73,"N","Forb","Trifolium microdon",2014,1
71,"N","Forb","Trifolium microdon",2014,2
72,"N","Forb","Trifolium microdon",2012,2
73,"N","Forb","Trifolium microdon",2012,1
65,"N","Forb","Trifolium microdon",2012,1
67,"N","Forb","Trifolium microdon",2012,2
40,"N","Forb","Trifolium microdon",2012,1
60,"N","Forb","Trifolium microdon",2012,1
27,"S","Forb","Trifolium microdon",2012,10
59,"N","Forb","Trifolium willdenovii",2012,1
78,"N","Forb","Trifolium willdenovii",2012,7
9,"S","Forb","Trifolium willdenovii",2014,1
78,"N","Forb","Unknown forb",2014,2
8,"S","Forb","Unknown forb",2014,1
12,"S","Forb","Unknown forb",2014,1
50,"N","Forb","Unknown forb",2014,1
16,"S","Forb","Unknown forb",2014,1
14,"S","Forb","Unknown forb",2014,1
71,"N","Forb","Unknown forb",2014,1
20,"S","Forb","Unknown forb",2014,1
62,"N","Forb","Unknown forb",2014,1
75,"N","Forb","Unknown forb",2014,1
25,"N","Forb","Unknown forb",2014,3
63,"N","Forb","Unknown forb",2014,3
69,"N","Grass","Unknown grass",2012,1
15,"S","Grass","Unknown grass",2014,1
23,"S","Grass","Unknown grass",2014,1
54,"N","Grass","Unknown grass",2014,1
42,"N","Forb","Velezia rigida",2014,10
17,"N","Forb","Velezia rigida",2014,22
17,"N","Forb","Velezia rigida",2012,75
42,"N","Forb","Velezia rigida",2012,1
42,"N","Forb","Vicia villosa",2014,3
59,"N","Forb","Vicia villosa",2014,2
64,"N","Forb","Vicia villosa",2014,3
70,"N","Forb","Vicia villosa",2014,1
52,"N","Forb","Vicia villosa",2012,3
31,"S","Forb","Vicia villosa",2012,1
40,"N","Forb","Vicia villosa",2012,2
25,"N","Forb","Vicia villosa",2014,1
35,"N","Forb","Vicia villosa",2014,1
58,"N","Forb","Vicia villosa",2014,3
1,"S","Forb","Vicia villosa",2014,2
69,"N","Forb","Vicia villosa",2012,1
68,"N","Forb","Vicia villosa",2014,1
70,"N","Forb","Vicia villosa",2012,1
74,"N","Forb","Vicia villosa",2012,1
78,"N","Forb","Vicia villosa",2014,6
38,"N","Forb","Vicia villosa",2014,3
39,"N","Forb","Vicia villosa",2012,7
60,"N","Forb","Vicia villosa",2014,1
54,"N","Forb","Vicia villosa",2012,5
25,"N","Forb","Vicia villosa",2012,2
43,"N","Forb","Vicia villosa",2014,1
39,"N","Forb","Vicia villosa",2014,2
65,"N","Forb","Vicia villosa",2012,14
68,"N","Forb","Vicia villosa",2012,1
54,"N","Forb","Vicia villosa",2014,2
59,"N","Forb","Vicia villosa",2012,5
65,"N","Forb","Vicia villosa",2014,10
5,"S","Forb","Vicia villosa",2014,1
63,"N","Forb","Vicia villosa",2012,1
40,"N","Forb","Vicia villosa",2014,1
74,"N","Forb","Vicia villosa",2014,8
38,"N","Forb","Vicia villosa",2012,4
77,"N","Forb","Vicia villosa",2014,23
51,"N","Forb","Vicia villosa",2014,2
20,"S","Forb","Viola douglasii",2012,1
24,"S","Forb","Viola douglasii",2012,1
56,"N","Grass","Vulpia microstachys",2014,1
23,"S","Grass","Vulpia microstachys",2012,21
75,"N","Grass","Vulpia microstachys",2012,7
21,"S","Grass","Vulpia microstachys",2012,42
47,"S","Grass","Vulpia microstachys",2012,13
71,"N","Grass","Vulpia microstachys",2012,10
73,"N","Grass","Vulpia microstachys",2014,2
1,"S","Grass","Vulpia microstachys",2014,1
30,"S","Grass","Vulpia microstachys",2014,29
43,"N","Grass","Vulpia microstachys",2014,10
63,"N","Grass","Vulpia microstachys",2012,2
24,"S","Grass","Vulpia microstachys",2014,6
78,"N","Grass","Vulpia microstachys",2012,1
27,"S","Grass","Vulpia microstachys",2012,3
1,"S","Grass","Vulpia microstachys",2012,15
55,"S","Grass","Vulpia microstachys",2014,46
48,"S","Grass","Vulpia microstachys",2014,5
7,"S","Grass","Vulpia microstachys",2012,12
22,"S","Grass","Vulpia microstachys",2014,10
54,"N","Grass","Vulpia microstachys",2012,9
14,"S","Grass","Vulpia microstachys",2014,27
32,"S","Grass","Vulpia microstachys",2012,3
26,"S","Grass","Vulpia microstachys",2012,19
7,"S","Grass","Vulpia microstachys",2014,6
16,"S","Grass","Vulpia microstachys",2012,4
49,"S","Grass","Vulpia microstachys",2014,1
2,"S","Grass","Vulpia microstachys",2014,15
16,"S","Grass","Vulpia microstachys",2014,23
2,"S","Grass","Vulpia microstachys",2012,13
45,"S","Grass","Vulpia microstachys",2012,6
74,"N","Grass","Vulpia microstachys",2012,1
42,"N","Grass","Vulpia microstachys",2012,2
20,"S","Grass","Vulpia microstachys",2012,1
3,"S","Grass","Vulpia microstachys",2014,7
26,"S","Grass","Vulpia microstachys",2014,5
23,"S","Grass","Vulpia microstachys",2014,34
10,"S","Grass","Vulpia microstachys",2012,1
31,"S","Grass","Vulpia microstachys",2012,3
63,"N","Grass","Vulpia microstachys",2014,1
4,"S","Grass","Vulpia microstachys",2012,7
55,"S","Grass","Vulpia microstachys",2012,34
31,"S","Grass","Vulpia microstachys",2014,13
69,"N","Grass","Vulpia microstachys",2012,4
28,"S","Grass","Vulpia microstachys",2012,8
29,"S","Grass","Vulpia microstachys",2014,11
10,"S","Grass","Vulpia microstachys",2014,36
57,"N","Grass","Vulpia microstachys",2012,8
11,"S","Grass","Vulpia microstachys",2014,18
19,"S","Grass","Vulpia microstachys",2012,18
57,"N","Grass","Vulpia microstachys",2014,1
15,"S","Grass","Vulpia microstachys",2012,9
79,"N","Grass","Vulpia microstachys",2012,3
48,"S","Grass","Vulpia microstachys",2012,4
32,"S","Grass","Vulpia microstachys",2014,3
46,"S","Grass","Vulpia microstachys",2012,6
60,"N","Grass","Vulpia microstachys",2012,1
30,"S","Grass","Vulpia microstachys",2012,9
27,"S","Grass","Vulpia microstachys",2014,11
45,"S","Grass","Vulpia microstachys",2014,1
29,"S","Grass","Vulpia microstachys",2012,9
3,"S","Grass","Vulpia microstachys",2012,4
9,"S","Grass","Vulpia microstachys",2012,1
33,"S","Grass","Vulpia microstachys",2012,1
28,"S","Grass","Vulpia microstachys",2014,17
15,"S","Grass","Vulpia microstachys",2014,19
73,"N","Grass","Vulpia microstachys",2012,2
6,"S","Grass","Vulpia microstachys",2014,82
13,"S","Grass","Vulpia microstachys",2014,1
71,"N","Grass","Vulpia microstachys",2014,2
47,"S","Grass","Vulpia microstachys",2014,5
5,"S","Grass","Vulpia microstachys",2014,10
14,"S","Grass","Vulpia microstachys",2012,4
18,"S","Grass","Vulpia microstachys",2012,8
43,"N","Grass","Vulpia microstachys",2012,2
22,"S","Grass","Vulpia microstachys",2012,35
21,"S","Grass","Vulpia microstachys",2014,34
25,"N","Grass","Vulpia microstachys",2014,7
80,"N","Grass","Vulpia microstachys",2012,5
6,"S","Grass","Vulpia microstachys",2012,4
19,"S","Grass","Vulpia microstachys",2014,9
61,"N","Grass","Vulpia microstachys",2014,1
4,"S","Grass","Vulpia microstachys",2014,20
12,"S","Grass","Vulpia microstachys",2012,16
49,"S","Grass","Vulpia microstachys",2012,4
44,"S","Grass","Vulpia microstachys",2012,2
18,"S","Grass","Vulpia microstachys",2014,13
44,"S","Grass","Vulpia microstachys",2014,5
24,"S","Grass","Vulpia microstachys",2012,17
11,"S","Grass","Vulpia microstachys",2012,13
46,"S","Grass","Vulpia microstachys",2014,1
25,"N","Grass","Vulpia microstachys",2012,3
12,"S","Grass","Vulpia microstachys",2014,53
5,"S","Grass","Vulpia myuros",2014,3
14,"S","Grass","Vulpia myuros",2012,1
57,"N","Grass","Vulpia myuros",2014,1
61,"N","Grass","Vulpia myuros",2012,2
43,"N","Grass","Vulpia myuros",2012,2
1,"S","Grass","Vulpia myuros",2014,2
12,"S","Grass","Vulpia myuros",2014,1
56,"N","Grass","Vulpia myuros",2014,1
44,"S","Grass","Vulpia myuros",2012,1
64,"N","Grass","Vulpia myuros",2012,2
79,"N","Grass","Vulpia myuros",2012,1
1,"S","Grass","Vulpia myuros",2012,40
78,"N","Grass","Vulpia myuros",2012,5
23,"S","Grass","Vulpia myuros",2012,9
69,"N","Grass","Vulpia myuros",2012,2
34,"N","Grass","Vulpia myuros",2014,1
20,"S","Grass","Vulpia myuros",2012,19
7,"S","Grass","Vulpia myuros",2012,1
57,"N","Grass","Vulpia myuros",2012,34
77,"N","Grass","Vulpia myuros",2012,9
51,"N","Grass","Vulpia myuros",2012,9
41,"N","Grass","Vulpia myuros",2012,10
52,"N","Grass","Vulpia myuros",2014,1
24,"S","Grass","Vulpia myuros",2014,3
63,"N","Grass","Vulpia myuros",2012,3
25,"N","Grass","Vulpia myuros",2014,11
53,"N","Grass","Vulpia myuros",2012,1
38,"N","Grass","Vulpia myuros",2012,4
15,"S","Grass","Vulpia myuros",2014,4
40,"N","Grass","Vulpia myuros",2012,20
68,"N","Grass","Vulpia myuros",2012,17
74,"N","Grass","Vulpia myuros",2012,14
17,"N","Grass","Vulpia myuros",2012,21
17,"N","Grass","Vulpia myuros",2014,13
66,"N","Grass","Vulpia myuros",2012,1
76,"N","Grass","Vulpia myuros",2012,6
22,"S","Grass","Vulpia myuros",2014,9
25,"N","Grass","Vulpia myuros",2012,10
52,"N","Grass","Vulpia myuros",2012,1
54,"N","Grass","Vulpia myuros",2014,1
2,"S","Grass","Vulpia myuros",2014,6
40,"N","Grass","Vulpia myuros",2014,1
75,"N","Grass","Vulpia myuros",2014,1
34,"N","Grass","Vulpia myuros",2012,20
56,"N","Grass","Vulpia myuros",2012,1
80,"N","Grass","Vulpia myuros",2012,5
54,"N","Grass","Vulpia myuros",2012,20
2,"S","Grass","Vulpia myuros",2012,4
39,"N","Grass","Vulpia myuros",2014,4
38,"N","Grass","Vulpia myuros",2014,1
70,"N","Grass","Vulpia myuros",2012,4
51,"N","Grass","Vulpia myuros",2014,1
8,"S","Grass","Vulpia myuros",2014,12
73,"N","Grass","Vulpia myuros",2012,14
23,"S","Grass","Vulpia myuros",2014,7
5,"S","Grass","Vulpia myuros",2012,2
22,"S","Grass","Vulpia myuros",2012,11
39,"N","Grass","Vulpia myuros",2012,3
11,"S","Grass","Vulpia myuros",2012,1
28,"S","Grass","Vulpia myuros",2012,1
48,"S","Grass","Vulpia myuros",2012,1
8,"S","Grass","Vulpia myuros",2012,8
18,"S","Grass","Vulpia myuros",2012,1
35,"N","Grass","Vulpia myuros",2012,15
6,"S","Grass","Vulpia myuros",2014,4
4,"S","Grass","Vulpia myuros",2014,3
73,"N","Grass","Vulpia myuros",2014,11
33,"S","Grass","Vulpia myuros",2014,2
3,"S","Grass","Vulpia myuros",2012,8
50,"N","Grass","Vulpia myuros",2012,1
24,"S","Grass","Vulpia myuros",2012,16
80,"N","Grass","Vulpia myuros",2014,16
3,"S","Grass","Vulpia myuros",2014,1
58,"N","Grass","Vulpia myuros",2012,7
62,"N","Grass","Vulpia myuros",2012,7
15,"S","Grass","Vulpia myuros",2012,3
42,"N","Forb","bulb",2014,2
63,"N","Forb","bulb",2014,1
43,"N","Forb","bulb",2014,6
1,"S","Forb","bulb",2014,7
32,"S","Forb","bulb",2014,2
55,"S","Forb","bulb",2014,7
68,"N","Forb","bulb",2014,1
47,"S","Forb","bulb",2014,1
48,"S","Forb","bulb",2014,1
22,"S","Forb","bulb",2014,1
12,"S","Forb","bulb",2014,1
2,"S","Forb","bulb",2014,3
25,"N","Forb","bulb",2014,5
69,"N","Forb","bulb",2014,1
29,"S","Forb","bulb",2014,1
6,"S","Forb","bulb",2014,2
16,"S","Forb","bulb",2014,4
4,"S","Forb","bulb",2014,2
61,"N","Forb","bulb",2014,1
44,"S","Forb","bulb",2014,3
23,"S","Forb","bulb",2014,3
52,"N","Forb","bulb",2014,1
59,"N","Forb","bulb",2014,2
49,"S","Forb","bulb",2014,2
7,"S","Forb","bulb",2014,6
30,"S","Forb","bulb",2014,1
27,"S","Forb","bulb",2014,1
73,"N","Grass","grass 73",2014,1
39,"N","Grass","grass 8",2014,1
80,"N","Grass","grass 8",2014,2
8,"S","Grass","grass 8",2014,1
38,"N","Grass","grass 8",2014,1
54,"N","Grass","grass 8",2014,1
26,"S","Grass","grass 8",2014,1
46,"S","Grass","grass 8",2014,1
37,"N","Grass","grass 8",2014,2
