Site,Spp,1,2,3,4,5
54,Allium serra,0.2,,,,
54,Anagallis arvensis,,,,,
54,Avena fatua,10,35,10,90,6
54,Bromus diandrus,,,5,5,25
54,Bromus hordeaceus,10,5,35,,
54,Bromus laevipes,,,,,
54,Bromus madritensis,,,,,
54,Carduus pycnocephalus,,,4,,
54,Centaurea melitensis,,,,18,50
54,Centaurea solstitialis,,,3,5,3
54,Cerastium glomeratum,,,,,
54,Clarkia purpurea,,,,,
54,Claytonia parviflora,0.1,,,,
54,Collinsia sparsiflora,,,,,
54,Cynosurus echinatus,8,,,,
54,Dactylis glomerata,8,,,,
54,Daucus pusillus,0.1,,,,
54,Dichelostemma capitatum,0.3,,,,
54,Dodecatheon hendersonii,0.2,2,,,
54,Epilobium brachycarpum,,,,,
54,Erodium cicutarium,,,,,
54,Filago gallica,,3,,,
54,Galium murale,0.5,0.1,,,1
54,Geranium dissectum,,,10,,
54,Geranium molle,,,,,
54,Holocarpha virgata,,,,,
54,Hypochaeris glabra,,,,,
54,Lactuca serriola,,,,,
54,Linanthus bicolor,,,,,
54,Lithophragma heterophyllum,,,,,
54,Lolium multiflorum,,,85,,
54,Lotus wrangelianus,,,,,
54,Lupinus albifrons,,,,,
54,Lupinus microcarpus,,,,,
54,Lupinus nanus,0.1,1,,,
54,Madia exigua,8,20,,,
54,Madia gracilis,9,30,,,
54,Medicago polymorpha,,,15,,
54,Melilotus indica,,,1,,
54,Micropus californicus,,6,,,
54,Nassella pulchra,,,,,9
54,Navarretia pubescens,,,,,
54,Pectocarya pusilla,1,0.2,,,
54,Phalaris paradoxa,,,,,
54,Phlox gracilis,,,,,
54,Plantago erecta,,,,,
54,Plectritis ciliosa,2,5,,,
54,Polypogon monspeliensis,,,,,
54,Ranunculus occidentalis,7,,,,
54,Sanicula bipinnata,,,,,
54,Sanicula bipinnatifida,0.1,,,,
54,Stellaria media,,,,,
54,Taeniatherum caput-medusae,,,,,
54,Torilis arvensis,3,,0.5,,0.5
54,Torilis nodosa,,,,,
54,Trifolium bifidum,0.5,2,,,
54,Trifolium hirtum,,,2,9,20
54,Triteleia laxa,0.6,,,,
54,Vicia villosa,,,55,15,
54,Vulpia microstachys,,3,,,
54,rabbit's foot,,,,,
54,Vulpia myuros,,,,,
54,Bare,1,1,,,4
NOTES:,"Added tall PVC to 5,4,2,1",,,,,
55,Achyrachaena mollis,,,,,
55,Agoseris heterophylla,0.2,0.1,0.1,0.1,0.3
55,Ancistrocarphus filagineus,,,,0.2,
55,Astragalus gambelianus,0.2,0.2,0.2,0.1,0.2
55,Athysanus pusillus,,0.1,0.1,0.2,
55,Brodiaea elegans,,,,,
55,Bromus hordeaceus,0.3,0.4,0.1,0.1,0.4
55,Bromus madritensis,0.1,0.1,3,0.3,
55,Calochortus luteus,,,,,
55,Calochortus superbus,,0.2,,,
55,Calycadenia pauciflora,1.5,0.2,0.2,0.4,1.5
55,Camissonia graciliflora,,0.2,,0.2,0.4
55,Castilleja attenuata,,,,,
55,Chlorogalum pomeridianum,10,15,6,2,
55,Collinsia sparsiflora,0.1,,,,
55,Cryptantha hispidula?,,,,,
55,Dichelostemma capitatum,0.6,2,3,2.5,
55,Elymus elymoides,,1,,,
55,Epilobium brachycarpum,,,,,
55,Eremocarpus setigerus,0.1,0.1,0.3,,0.2
55,Eriogonum covilleanum,,,0.3,0.5,
55,Filago gallica,,,,,
55,Hemizonia congesta,,,,,
55,Hesperolinon sp.,,,,,
55,Lagophylla minor,0.1,,,,
55,Lasthenia californica,20,12,2,10,30
55,Lepidium nitidum,,,,,
55,Linanthus jepsonii,1,3,3.5,4,3.5
55,Lomatium utriculatum,,,,0.4,0.5
55,Lotus humistratus,,,,0.1,
55,Lotus micranthus,4,0.1,,,
55,Lotus wrangelianus,,,,,2.2
55,Micropus californicus,,,,,0.3
55,Microseris douglasii,0.8,0.1,0.1,,0.1
55,Minuartia douglasii,,,0.1,,
55,Navarretia jepsonii,0.8,1.8,2.5,2.3,0.1
55,Plantago erecta,8,,0.1,1.5,10
55,Rigiopappus leptocladus,,0.1,,,
55,Sidalcea diploscypha,,0.4,0.3,0.1,4
55,Stellaria nitens,,,,,
55,Taeniatherum caput-medusae,,,,,
55,Trifolium albopurpureum,0.3,,,,
55,Vulpia microstachys,0.5,0.3,0.3,1,3
55,Zigadenus fremontii,,1.5,,,
55,Unknown Calochortus,,,,,
55,Bare,7,5,12,12,6.4
55,Rock,0.4,,2.2,7,
NOTES:,,,,,,
56,Achillea millefolium,,,,,
56,Achyrachaena mollis,,,,,
56,Agoseris heterophylla,0.4,1.8,0.5,0.2,
56,Aira caryophyllea,,0.3,,,
56,Anagallis arvensis,,,,,
56,Astragalus gambelianus,,,,,
56,Athysanus pusillus,,,,,
56,Avena barbata,,,,,
56,Avena fatua,1,0.1,,,3
56,Brodiaea elegans,,,,,
56,Bromus diandrus,,,,,
56,Bromus hordeaceus,0.4,0.1,6,7,0.8
56,Bromus madritensis,12,,2.2,1.5,10
56,Calochortus luteus,,,,,
56,Castilleja attenuata,1,0.8,0.1,1.2,
56,Cerastium glomeratum,,,,,0.2
56,Clarkia purpurea,1.3,1.6,2,0.3,0.1
56,Claytonia exigua,,,,,
56,Crassula connata,,,,,
56,Cynosurus echinatus,,,,,
56,Daucus pusillus,,,,,
56,Dichelostemma capitatum,0.4,1,,0.8,0.1
56,Dodecatheon hendersonii,,,,,
56,Epilobium brachycarpum,,,,,
56,Eremocarpus setigerus,,,,,0.1
56,Erodium brachycarpum,,,0.1,0.1,
56,Erodium cicutarium,2.2,5,5,0.6,
56,Euphorbia crenulata,,,,,0.1
56,Filago gallica,,,,,0.2
56,Galium aparine,,,,,0.1
56,Galium murale,0.1,0.4,1.5,2.3,1.2
56,Gastridium ventricosum,0.4,0.8,,1,
56,Hemizonia congesta,,,,,
56,Holocarpha virgata,,3.5,1.5,0.5,
56,Hypochaeris glabra,2.3,1.5,2.5,1,0.4
56,Lepidium nitidum,,,,,
56,Linanthus bicolor,,20,2.5,4.5,0.1
56,Lonicera interrupta,,,,,
56,Lotus micranthus,2.4,0.4,15,4.5,
56,Lotus wrangelianus,,,,,
56,Madia exigua,,,,,
56,Medicago polymorpha,,,,,0.3
56,Micropus californicus,12,14,2,0.1,
56,Mimulus douglasii,,,,,
56,Navarretia pubescens,,1.2,0.1,0.1,0.1
56,Plantago erecta,0.1,0.2,1.5,7.5,
56,Rigiopappus leptocladus,,,,,
56,Sanicula crassicaulis,,,,,
56,Silene gallica,,,,0.4,
56,Stellaria nitens,,,,,
56,Taeniatherum caput-medusae,,,,,
56,Torilis arvensis,,,,,
56,Trifolium bifidum,,,,,0.1
56,Trifolium hirtum,0.1,,,,
56,Trifolium microcephalum,,,,,
56,Trifolium willdenovii,0.1,0.2,0.2,,
56,Vicia villosa,,,,,
56,Vulpia microstachys,,,,,
56,Vulpia myuros,0.2,0.1,0.1,0.1,0.2
56,Unknown white deeply cut ,,,,,
56,Bare,2,0.4,2.2,11,0.8
56,Rock ,,1,2,,
NOTES:,Recorded #1 at lowest edge by fence,,,,,
57,Agoseris heterophylla,0.1,,0.1,,0.3
57,Astragalus gambelianus,,,,,
57,Athysanus pusillus,,,,,
57,Avena barbata,,,0.1,,
57,Avena fatua,,,,,
57,Bromus hordeaceus,5,4.5,5,1.5,6
57,Bromus madritensis,,,,,0.4
57,Calochortus luteus,,,,0.1,
57,Calochortus superbus,,0.1,,0.2,
57,Castilleja attenuata,,,,,0.1
57,Clarkia purpurea,10,0.4,0.3,0.2,3.8
57,Daucus pusillus,0.3,0.3,1.5,0.3,0.3
57,Dichelostemma capitatum,0.2,0.5,0.1,0.6,0.2
57,Dodecatheon hendersonii,,,,,
57,Erodium brachycarpum,,0.1,2,0.1,1.6
57,Erodium cicutarium,2,3,0.7,0.4,1.5
57,Filago gallica,,,,,
57,Galium murale,0.2,0.1,,,
57,Gastridium ventricosum,,,,,0.1
57,Githopsis specularioides,,,,,
57,Hemizonia congesta,,0.2,0.3,,
57,Holocarpha virgata,2,3,2.5,2,9
57,Hypochaeris glabra,5.5,18,17,6,8
57,Lactuca serriola,,,,,
57,Lasthenia californica,,,,,0.2
57,Linanthus bicolor,,,,,
57,Lomatium utriculatum,,,,,
57,Lotus micranthus,0.6,0.2,0.1,,
57,Lotus wrangelianus,1,1.5,0.2,0.4,
57,Madia exigua,,,,,
57,Micropus californicus,0.4,,,,4.5
57,Nassella pulchra,,,,,
57,Navarretia pubescens,0.2,,2.5,2.5,0.6
57,Plantago erecta,0.9,0.1,0.3,0.1,1
57,Rigiopappus leptocladus,,,,,
57,Sanicula bipinnata,,,,,
57,Silene gallica,0.2,,,,
57,Taeniatherum caput-medusae,3.5,50,23,45,
57,Trifolium albopurpureum,0.3,0.3,0.2,0.1,2.2
57,Trifolium bifidum,0.1,,,,
57,Trifolium microcephalum,,,,,
57,Trifolium willdenovii,,,,,
57,Vicia villosa,,1,,,
57,Vulpia microstachys,,,,0.1,0.7
57,Vulpia myuros,1,0.1,0.1,,0.3
57,Bare,4,0.3,0.3,,1.8
57,Rock,5,,,,0.2
NOTES:,Recorded #1 at lowest edge by fence,,,,,
58,Achillea millefolium,,,,,
58,Astragalus breweri,,,,,
58,Astragalus gambelianus,,,,,
58,Avena fatua,35,8,12,4,8
58,Bromus hordeaceus,,2,0.5,0.5,0.4
58,Bromus madritensis,,,,,
58,Calochortus luteus,,,0.2,,
58,Daucus pusillus,,,,,
58,Dichelostemma capitatum,,,,,
58,Epilobium brachycarpum,,,,,
58,Erodium cicutarium,,0.2,,,
58,Euphorbia crenulata,0.2,,,,
58,Galium murale,,0.3,,,0.4
58,Hemizonia congesta,,,,,
58,Hypochaeris glabra,2,50,20,5,8
58,Lactuca serriola,,,,,
58,Lotus wrangelianus,1,4,0.1,0.1,
58,Lupinus bicolor,,,,,
58,Lupinus nanus,,0.2,,,
58,Madia exigua,,,,,
58,Medicago polymorpha,,,,,
58,Nassella pulchra,,12,,,
58,Plantago erecta,,,,,
58,Plectritis ciliosa,,,,,
58,Sanicula bipinnatifida,,2.5,,,
58,Sisyrinchium bellum,0.2,,,,
58,Sonchus asper,,,,,
58,Taeniatherum caput-medusae,5,15,70,70,80
58,Torilis arvensis,,0.1,,0.1,
58,Trifolium albopurpureum,,0.4,,,
58,Trifolium bifidum,,,,,
58,Trifolium gracilentum,,0.1,,0.2,0.2
58,Trifolium hirtum,75,1,,6,0.2
58,Vicia villosa,0.3,,3,4.5,4
58,Vulpia myuros,,,,,
58,Bare,,,,,
58,Rock,,,,,
NOTES:,"Flagged all 5, 2 flags at quad #1 (eastern most)",,,,,
59,Anagallis arvensis,,,,0.1,
59,Astragalus gambelianus,,,,,
59,Avena fatua,30,25,12,10,25
59,Brodiaea elegans,,,,,
59,Bromus diandrus,,,,,
59,Bromus hordeaceus,,,1.5,,0.1
59,Calochortus luteus,,,,,
59,Calochortus superbus,,,,,
59,Castilleja attenuata,,,,,
59,Centaurea melitensis,,,,,
59,Centaurea solstitialis,0.3,,0.4,0.6,3
59,Centaureum trichanthum,,,,,
59,Cerastium glomeratum,,,,0.1,
59,Chlorogalum pomeridianum,,,,,
59,Clarkia purpurea,0.1,0.1,0.3,,0.1
59,Cynosurus sp.,,,,0.2,
59,Daucus pusillus,,0.1,,,
59,Dichelostemma capitatum,,0.1,,,0.1
59,Epilobium brachycarpum,,,,,
59,Erodium cicutarium,0.2,,,0.1,
59,Euphorbia crenulata,,,,0.2,
59,Galium aparine,,,,,
59,Galium murale,1,1.5,0.7,,1.5
59,Geranium dissectum,,,,,0.5
59,Grindelia camporum,,,,,
59,Holocarpha virgata,1,,0.4,,
59,Hypochaeris glabra,10.5,15,2,1,0.5
59,Juncus sp.,,,,,
59,Lactuca serriola,,,,0.1,
59,Lotus wrangelianus,,,,,
59,Lupinus bicolor,,,0.1,0.1,
59,Madia exigua,,,,0.2,0.4
59,Medicago polymorpha,,,,,
59,Micropus californicus,,,,,
59,Nassella pulchra,,3,,2,
59,Navarretia pubescens,,,,,
59,Plagiobothrys nothofulvus,,,,,
59,Plantago erecta,,,,,
59,Polypogon monspeliensis,,,,,
59,Sanicula bipinnatifida,,0.5,1,0.2,0.3
59,Sidalcea diploscypha,,,,,
59,Taeniatherum caput-medusae,35,55,9,35,15
59,Torilis arvensis,,,,0.1,0.5
59,Trifolium albopurpureum,,,,,
59,Trifolium bifidum,,,,,
59,Trifolium depauperatum,,,,,
59,Trifolium dubium,,,,0.8,
59,Trifolium gracilentum,0.4,0.4,,,
59,Trifolium hirtum,0.2,,,0.2,6
59,Trifolium microcephalum,,,0.1,,
59,Trifolium microdon,,,,,
59,Trifolium willdenovii,,0.1,0.2,,
59,Uropappus lindleyi,,,,,
59,Vicia villosa,12,30,10,9,15
59,Vulpia myuros,,,,,
59,Bare,,0.4,1,,
59,Rock,,4,2,,
NOTES:,,,,,,
60,Agoseris grandiflora,,,,,
60,Astragalus gambelianus,,,,,
60,Athysanus pusillus,,,,,
60,Avena fatua,,4,8,3,18
60,Bromus diandrus,,,,,
60,Bromus hordeaceus,3.5,4,3,6,1
60,Calochortus luteus,,,,,
60,Calochortus superbus,0.1,,,,0.2
60,Castilleja attenuata,,,,,
60,Centaurea melitensis,,,,,
60,Centaurea solstitialis,0.1,,,,
60,Clarkia purpurea,,,,,
60,Daucus pusillus,,,,,
60,Dichelostemma capitatum,,,,,
60,Epilobium brachycarpum,,,,,
60,Erodium brachycarpum,,,,,
60,Erodium cicutarium,,,,0.1,
60,Filago gallica,,,,,
60,Galium murale,0.1,0.1,0.1,,
60,Grindelia camporum,,,,,
60,Holocarpha virgata,,0.2,1,0.5,
60,Hypochaeris glabra,25,8,30,18,1.3
60,Lactuca serriola,,,,,
60,Lotus wrangelianus,0.6,0.2,1,0.2,0.3
60,Lupinus bicolor,0.3,,,,
60,Nassella pulchra,,2,,1,
60,Navarretia pubescens,,,,,
60,Plantago erecta,,,,,0.1
60,Sanicula bipinnatifida,,,,,0.4
60,Senecio vulgaris,,,,,
60,Silene gallica,,,,,
60,Taeniatherum caput-medusae,35,25,60,65,5
60,Thysanocarpus curvipes,,,,,
60,Torilis arvensis,,,,,
60,Trifolium albopurpureum,,0.1,,,
60,Trifolium hirtum,,,4,,
60,Trifolium microcephalum,,,,,
60,Trifolium microdon,,,,,
60,Trifolium willdenovii,,,,,
60,Vicia villosa,16,0.2,1,,
60,Vulpia myuros,,,,,
60,Unknown grass,,,,,
60,"Unk. red stem, alternate lvs",,,,,
60,Unk. hairy stem serated lvs aster,,,,,
60,Bare,,,3.5,0.1,3
60,Rock,,2,,,
NOTES:,"Flagged all 5, 2 flags at quad #1 (upslope)",,,,,
61,Achyrachaena mollis,,,,,1
61,Agoseris heterophylla,,,,,
61,Aphanes occidentalis,0.1,,,,
61,Athysanus pusillus,,,,,
61,Avena fatua,1,15,35,3,5
61,Bromus diandrus,,,,,0.2
61,Bromus hordeaceus,95,85,60,100,50
61,Bromus madritensis,,,,,
61,Calochortus luteus,,,,,
61,Calochortus superbus,,,,,
61,Cardamine oligosperma,,,,,
61,Cerastium glomeratum,,,,,
61,Chlorogalum pomeridianum,4,3,3,6,
61,Clarkia purpurea,0.1,,,,
61,Crassula connata,,,,,
61,Dichelostemma capitatum,1,,0.1,0.1,
61,Epilobium brachycarpum,,,,,
61,Erodium botrys,,,,,
61,Erodium brachycarpum,,,,,
61,Euphorbia crenulata,0.3,0.1,0.1,0.3,
61,Evax sparsiflora,,,,,1
61,Hesperevax sparsiflora,,,,,
61,Galium aparine,,,,,
61,Galium murale,,,0.1,,0.1
61,Geranium dissectum,1,,,0.2,0.5
61,Geranium molle,,,,,
61,Holocarpha virgata,,,,1,
61,Hordeum marinum,,,,,
61,Hordeum marinum,,,,,
61,Hypochaeris glabra,0.6,,,,
61,Hypochaeris radicata,,,,,
61,Lactuca serriola,,0.3,,,
61,Lasthenia californica,,,,,
61,Linanthus bicolor,,,,,
61,Lolium multiflorum,,,2,,0.1
61,Lotus wrangelianus,,,,,
61,Lupinus bicolor,,,,0.2,0.1
61,Medicago polymorpha,,,0.1,,
61,Phalaris paradoxa,,,,,
61,Plantago erecta,,,,,
61,Sidalcea diploscypha,0.4,,,,1.5
61,Taeniatherum caput-medusae,7,5,30,4,6
61,Torilis arvensis,,,,1,65
61,Trifolium albopurpureum,,,,,
61,Trifolium bifidum,,,,,
61,Trifolium depauperatum,,,,,
61,Trifolium fucatum,,,,,
61,Trifolium gracilentum,,,,0.1,
61,Trifolium hirtum,0.6,,,,
61,Trifolium microdon,0.1,,,,
61,Triteleia laxa,,,,,
61,Vulpia myuros,,,,,
61,Zigadenus fremontii,,,,1.6,
61,Unknown seedling ,,,,,
61,Unknown Liliaceae,,,,,
61,Bare,2,,,,5
NOTES:,"Quad 4, 5 turn to the L. I flagged for your convenience.",,,,,
62,Achyrachaena mollis,,,,,
62,Athysanus pusillus,,,,,
62,Avena fatua,25,90,22,40,20
62,Brodiaea elegans,,,,,
62,Bromus diandrus,,,,,
62,Bromus hordeaceus,85,10,1,1,80
62,Bromus madritensis,,,,90,20
62,Calycadenia pauciflora,,,,,
62,Centaurea melitensis,,,,,0.1
62,Clarkia purpurea,,,,,0.1
62,Dichelostemma capitatum,,,,,0.1
62,Epilobium brachycarpum,,,,,
62,Erodium brachycarpum,,,,,0.1
62,Erodium cicutarium,,,,,
62,Galium aparine,,,,,0.3
62,Galium murale,,,,,0.2
62,Geranium dissectum,,,2,0.1,4
62,Gnaphalium californicum,,,,,
62,Hemizonia congesta,,,,,
62,Holocarpha virgata,,,,,
62,Hypochaeris glabra,,,,,
62,Lactuca serriola,,,,,
62,Lolium multiflorum,0.2,,1,0.1,
62,Lotus wrangelianus,,,,0.8,
62,Lupinus bicolor,,,0.1,0.3,0.1
62,Medicago polymorpha,,,,1,
62,Nassella pulchra,,,,,
62,Phalaris paradoxa,,,,,
62,Plantago erecta,,,,,
62,Senecio vulgaris,,,,,
62,Sidalcea diploscypha,,,,,
62,Silene gallica,,,,,
62,Stellaria media,,,,,
62,Taeniatherum caput-medusae,40,50,90,,15
62,Torilis arvensis,,,,,
62,Trifolium hirtum,4,3,18,20,3
62,Triteleia laxa,,,,0.2,
62,Vicia villosa,,,,,0.1
62,Vulpia myuros,,,,,
NOTES:,,,,,,
63,Achyrachaena mollis,,0.1,0.3,,0.1
63,Agoseris heterophylla,,,1.5,0.1,
63,Allium serra,,,,,
63,Astragalus rattanii var. jepsonianus,,,,,
63,Athysanus pusillus,,,,,
63,Avena fatua,50,95,3,60,5
63,Brodiaea elegans,,,,,
63,Bromus diandrus,,,,,
63,Bromus hordeaceus,30,1,,30,85
63,Bromus madritensis,,,,,
63,Calochortus luteus,,,,,
63,Calochortus superbus,,,,,
63,Castilleja attenuata,,0.1,0.4,,
63,Cerastium glomeratum,0.1,,,,
63,Chlorogalum pomeridianum,,,,,
63,Clarkia purpurea,3,1,1,1,2
63,Collinsia sparsiflora,,,,,
63,Cryptantha hispidula,,,,,
63,Daucus pusillus,,,,,
63,Dichelostemma capitatum,0.1,3,0.1,,
63,Dodecatheon hendersonii,,,,,
63,Erodium botrys,,,,,
63,Erodium brachycarpum,,0.1,0.2,0.1,0.2
63,Erodium cicutarium,,0.2,,0.1,0.1
63,Euphorbia crenulata,,,0.2,0.1,0.1
63,Filago gallica,,,,,
63,Galium murale,,,1,0.3,1
63,Gastridium ventricosum,,,,,
63,Geranium dissectum,,,,0.1,
63,Holocarpha virgata,0.1,,5,0.1,0.4
63,Hypochaeris glabra,0.8,15,30,7,
63,Lasthenia californica,,,,,
63,Lepidium nitidum,,,,,
63,Linanthus bicolor,,0.3,,,
63,Lolium multiflorum,,,,,
63,Lomatium marginatum,,,,,
63,Lotus wrangelianus,0.5,6,10,18,0.5
63,Lupinus bicolor,1,2.5,2,1,3
63,Madia gracilis,,,,,
63,Medicago polymorpha,,,,1,
63,Micropus californicus,15,40,11,7,10
63,Nassella pulchra,,,37,2,3
63,Navarretia pubescens,,,,,
63,Phlox gracilis,,,,,
63,Plantago erecta,1.8,1,1,,
63,Poa secunda,,,,,
63,Ranunculus occidentalis,,,,,
63,Sanicula bipinnata,0.2,,,0.6,
63,Sanicula bipinnatifida,,,,,
63,Senecio vulgaris,,,,,
63,Silene gallica,,,,,
63,Sisyrinchium bellum,,,,4,
63,Taeniatherum caput-medusae,10,1,25,50,35
63,Torilis arvensis,,,,,
63,Trifolium bifidum,0.1,0.2,0.3,5,
63,Trifolium depauperatum,,,,,0.1
63,Trifolium gracilentum,,,,,
63,Trifolium hirtum,0.2,,13,20,
63,Trifolium microdon,,,,,1
63,unk bulb,,,,,
63,Triteleia laxa,,,,,
63,Vulpia microstachys,10,,,,
63,Vulpia myuros,,,,,
63,Unknown Calochortus,,,,,
63,Unknown Liliac,,,,,
63,Bare,10,3,,,
NOTES:,,,,,,
64,Achyrachaena mollis,,9,0.1,,
64,Athysanus pusillus,,,0.1,,
64,Avena barbata,,,,,
64,Avena fatua,80,7,30,50,60
64,Bellardia trixago,,,,,
64,Bromus diandrus,,,,,
64,Bromus hordeaceus,1,85,3,1,1
64,Bromus madritensis,,,,,40
64,Calochortus luteus,,,,,
64,Centaurea solstitialis,,,,,
64,Cerastium glomeratum,,,,,
64,Chlorogalum pomeridianum,,2,,,
64,Clarkia purpurea,,,,,
64,Dichelostemma capitatum,,0.1,0.1,,
64,Epilobium brachycarpum,,,,,
64,Erodium brachycarpum,,,,,
64,Erodium cicutarium,,0.2,,,
64,Euphorbia crenulata,0.2,0.2,,,
64,Evax sparsiflora,,,,,
64,Galium aparine,,,,,
64,Galium murale,,1.5,2,,
64,Geranium dissectum,10,0.1,0.3,0.1,0.2
64,Gnaphalium californicum,,,,,
64,Hesperevax sparsiflora,,,,,
64,Holocarpha virgata,,,0.5,,
64,Hypochaeris glabra,,3,0.3,,
64,Lactuca serriola,,,0.1,,
64,Lolium multiflorum,,5,10,,
64,Lotus wrangelianus,,,3,0.2,
64,Lupinus bicolor,,1,,,0.1
64,Lupinus microcarpus,,,2,,
64,Madia gracilis,,,,,
64,Medicago polymorpha,0.2,,,,
64,Micropus californicus,,3,,,
64,Microseris douglasii,,,,,
64,Nassella pulchra,,2,,,
64,Navarretia pubescens,,,,,
64,Phalaris paradoxa,,,,,
64,Plantago erecta,,,,,
64,Sanicula bipinnata,,0.2,,,
64,Senecio vulgaris,,,,,
64,Sidalcea diploscypha,,,,,
64,Silene gallica,,,,,
64,Stellaria nitens,,,,,
64,Taeniatherum caput-medusae,35,25,60,45,95
64,Torilis arvensis,1,1,,,
64,Trifolium hirtum,1,20,5,55,1
64,Triteleia laxa,0.3,,,,
64,Vicia villosa,,,5,2,
64,Vulpia myuros,,,,,
64,Unknown Filago,,,,,
NOTES:,,,,,,
65,Achyrachaena mollis,,,,,
65,Aira caryophyllea,,,,,
65,Amsinckia menziesii,,,,,
65,Avena fatua,95,100,50,80,70
65,Bromus diandrus,20,,,,
65,Bromus hordeaceus,10,2,6,1,0.1
65,Bromus madritensis,6,20,,,65
65,Calandrinia ciliata,,,,,
65,Centaurea solstitialis,,,,,
65,Cerastium glomeratum,,,,,
65,Chamomilla suaveolens,,,,,
65,Dichelostemma capitatum,,,,,
65,Dodecatheon hendersonii,,,,,
65,Erodium botrys,,,,,
65,Erodium brachycarpum,,1,,,
65,Erodium cicutarium,,,,,
65,Geranium dissectum,,,,,
65,Gnaphalium californicum,,,,,
65,Hemizonia congesta,,,,,
65,Holocarpha virgata,,,,,
65,Hordeum marinum,,,,,
65,Hypochaeris glabra,,,,,
65,Hypochaeris radicata,,,,,
65,Lactuca serriola,,3,0.8,2,0.2
65,Lepidium nitidum,,,,,
65,Lolium multiflorum,1,,3,1,
65,Lotus wrangelianus,,,,,
65,Lupinus bicolor,,,,,
65,Medicago polymorpha,,,,,
65,Melilotus indica,,,,,
65,Phalaris paradoxa,,,,,
65,Plagiobothrys nothofulvus,,,,,
65,Plantago erecta,,,,,
65,Senecio vulgaris,,,,,
65,Sidalcea diploscypha,,,,,
65,Silene gallica,,,,,
65,Taeniatherum caput-medusae,1,2,95,60,15
65,Trifolium hirtum,,4,,1,10
65,Triteleia laxa,,,,,
65,Vicia villosa,,,30,60,85
65,Vulpia myuros,,,,,
NOTES:,,,,,,
66,Aira caryophyllea,,,,,
66,Amsinckia menziesii,,,,,
66,Athysanus pusillus,,,,,
66,Avena fatua,15,20,95,2,60
66,Brodiaea elegans,,,,,
66,Bromus diandrus,90,8,50,,
66,Bromus hordeaceus,4,90,30,2,50
66,Bromus madritensis,65,,30,,70
66,Calandrinia ciliata,,,,,
66,Centaurea solstitialis,,,,,
66,Chamomilla suaveolens,,,,,
66,Crassula connata,,,,,
66,Dichelostemma capitatum,,,0.5,,
66,Erodium brachycarpum,,,,,
66,Erodium brachycarpum,,,,,
66,Erodium cicutarium,,,,,
66,Geranium dissectum,,,,5,
66,Holocarpha virgata,,,,,
66,Hordeum marinum,,,,,
66,Hordeum murinum,,,,,
66,Hypochaeris glabra,,,,,
66,Lactuca serriola,2,,1,,0.2
66,Lepidium nitidum,,,,,
66,Lolium multiflorum,,0.1,1,,0.1
66,Lupinus bicolor,,,,,
66,Medicago polymorpha,,,,,
66,Phalaris paradoxa,,,,,
66,Plantago erecta,,,,,
66,Rumex crispus,,,,,
66,Senecio vulgaris,,,,,
66,Silene gallica,,,,,
66,Taeniatherum caput-medusae,90,50,12,,
66,Torilis arvensis,,,,,
66,Trifolium hirtum,,1,5,4,2
66,Triteleia laxa,,,,,0.3
66,Vicia villosa,,,,,
66,Vulpia myuros,,,,,
NOTES:,,,,,,
67,Achillea millefolium,6,,,,7
67,Achyrachaena mollis,,0.5,,0.2,6
67,Agoseris grandiflora,0.8,1.5,,,
67,Allium serra,,,,,
67,Athysanus pusillus,,,,,
67,Avena fatua,40,40,40,90,50
67,Bromus diandrus,,,1,,
67,Bromus hordeaceus,,,,1,
67,Bromus madritensis,65,80,65,50,65
67,Cardamine oligosperma,,,,,
67,Carduus pycnocephalus,,,,,
67,Cerastium glomeratum,,,,,
67,Chlorogalum pomeridianum,,3,,,
67,Clarkia purpurea,,,,0.1,
67,Claytonia parviflora,,,,,
67,Collinsia sparsiflora,0.1,,,0.5,
67,Cryptantha hispidula,,,,,
67,Delphinium variegatum,,,,,
67,Dodecatheon hendersonii,,,,,
67,Elymus elymoides,,,,,
67,Epilobium brachycarpum,,,,,
67,Erodium cicutarium,,,,,
67,Euphorbia crenulata,,,,,
67,Filago gallica,,,,,
67,Galium aparine,,7,2,2,
67,Galium murale,,,,,
67,Geranium dissectum,0.1,0.4,1,2,0.6
67,Geranium molle,,,,,
67,Lathyrus vestitus,,,,,6
67,Linanthus bicolor,,,,,
67,Lupinus bicolor,0.3,,,,0.3
67,Lupinus microcarpus,,,,,
67,Madia exigua,1,2,0.6,0.6,9
67,Medicago polymorpha,,,,,
67,Melica californica,,,,,
67,Navarretia pubescens,,,,,
67,Nemophila menziesii,,,,,
67,Pectocarya pusilla,,,,0.1,0.3
67,Plectritis ciliosa,,,,,2
67,Poa secunda,,,,,
67,Ranunculus occidentalis,,,,,
67,Sanicula bipinnata,,,,,
67,Sonchus oleraceus,,,,,
67,Stellaria media,,,,,
67,Taeniatherum caput-medusae,,,,,
67,Torilis arvensis,11,2,5,3,4
67,Trifolium bifidum,,,,,0.8
67,Trifolium dubium,,,,,
67,Trifolium gracilentum,,,,0.2,
67,Trifolium microdon,,,,,
67,Trifolium willdenovii,,,,,
67,Triteleia laxa,1,,0.3,2,3
67,Vicia villosa,4,,10,,15
67,Zigadenus fremontii,,,,,
67,Unknown opp lvs white flowers,,,,,
67,Bare,5,,,,
NOTES:,,,,,,
68,Achyrachaena mollis,,2,,,
68,Agoseris grandiflora,,,,,
